Review Title,Rating,Review Body,Review Date,cleaned_body
super speed enpogh for heavyy editing,5.0 out of 5 stars,super speed enough for heavy editing. value for money. i will recommend this. i bought for 23000 rupees before six months.,12 June 2024,super speed enough heavy editing . value money . recommend . bought 23000 rupees six months .
No title,No rating,"So many hearts in such a small processor!6 P-Core with Hyperthread which makes 12 powerful virtual hearts, and 8 economic hearts.On the other hand with the original Ventirad we arrive very quickly at 100 ° C and therefore the limitation of the CPU, which is why I recommend a good big efficient fan if you want to fully draw part of the capacities of this processor.",22 May 2024,"many hearts small processor ! 6 P-Core Hyperthread makes 12 powerful virtual hearts , 8 economic hearts.On hand original Ventirad arrive quickly 100 ° C therefore limitation CPU , recommend good big efficient fan want fully draw part capacities processor ."
No title,No rating,Very fast CPU excellent for gaming and runs out very little.Recommended who wants a CPU that does not cost much!,15 May 2024,fast CPU excellent gaming runs little.Recommended wants CPU cost much !
No title,No rating,"Excellent processor, I'm not sure to find out.But for almost 300 euros the cooler provided is inadequate.At full load, 90 degrees are passed with relative throttling and therefore you lose in performance. Considers to combine the processor with a serious heatsink (I took a Thermalright 120 if air).Which means setting into account 30-40 euros more for something that had to be decently provided together with the CPU.",5 April 2024,"Excellent processor , 'm sure find out.But almost 300 euros cooler provided inadequate.At full load , 90 degrees passed relative throttling therefore lose performance . Considers combine processor serious heatsink ( took Thermalright 120 air ) .Which means setting account 30-40 euros something decently provided together CPU ."
No title,No rating,"Intel a garanza, recommended.",3 April 2024,"Intel garanza , recommended ."
No title,No rating,"Very good mid -range product, perfect for Stream and play at the same time.",4 March 2024,"good mid -range product , perfect Stream play time ."
No title,No rating,"The CPU is excellent and travels very well also in gaming, be careful if you have intentions to overclock the temperatures because if stressed the degrees they go up, consagged!",3 March 2024,"CPU excellent travels well also gaming , careful intentions overclock temperatures stressed degrees go , consagged !"
No title,No rating,"Everything is fine, gladly again!",2 March 2024,"Everything fine , gladly !"
No title,No rating,Very economical and quick,2 March 2024,economical quick
No title,No rating,Excellent compromise paid just over 13400 arrived with a heatsink that I do not use having the liquid one,27 February 2024,Excellent compromise paid 13400 arrived heatsink use liquid one
No title,No rating,"In my opinion produced, motorcycle good, problem in problem with the article",14 February 2024,"opinion produced , motorcycle good , problem problem article"
No title,No rating,"Package and packaging in perfect condition but a pale of the fan supplied is broken.The only solution is to return everything, wait for reimbursement and order again.",14 February 2024,"Package packaging perfect condition pale fan supplied broken.The solution return everything , wait reimbursement order ."
No title,No rating,The processor is excellent but arrived with the broken fan because it delivered inside paper bag.,10 February 2024,processor excellent arrived broken fan delivered inside paper bag .
No title,No rating,It is fast enough for a good gaming experience. I use 1440p with no problems,9 February 2024,fast enough good gaming experience . use 1440p problems
No title,No rating,Found with an offer at a perfect price for what it offers.,5 February 2024,Found offer perfect price offers .
No title,No rating,For my first PC I chose this processor renowned to offer work comfort and this is the case!He consumes nothing and heats up very little.He crushed my Mac Mini M1 so easily!,2 February 2024,first PC chose processor renowned offer work comfort case ! consumes nothing heats little.He crushed Mac Mini M1 easily !
No title,No rating,"The Media Could not be loaded.




CPU is top, I can play with this CPU with my RTX 4070 in all games ultra setting.",2 February 2024,"Media Could loaded . CPU top , play CPU RTX 4070 games ultra setting ."
No title,No rating,I5 of 13 generation LGA 1700 excellent quality excellent price,25 January 2024,I5 13 generation LGA 1700 excellent quality excellent price
No title,No rating,"Then I had to upgrade to my 8 -year -old old -year -old PC even if top of the range since it mounted an i7 6850k and an MSI gaming pro carbon argb motherboard, so not having a high budget I first opted for a Ryzen 5800x but I did well2 rendered both CPU and motherboard as AMD does not guarantee the stability of its CPUs and Bios in general (also confirmed by many people that the AMD CPUs or merge or do not start after updating the BIOS) so I opted for thisi5 13500 and I must say that it is fantastic for the price it has !!!!Unlike the 5800X, it started at the first start with MSI PRO Z790-P WIFI motherboard.Updated Bios and Gaming in 2k or QWHD !!!!Amazon always precise and serious both in deliveries and in the return !!!!!",18 January 2024,"upgrade 8 -year -old old -year -old PC even top range since mounted i7 6850k MSI gaming pro carbon argb motherboard , high budget first opted Ryzen 5800x well2 rendered CPU motherboard AMD guarantee stability CPUs Bios general ( also confirmed many people AMD CPUs merge start updating BIOS ) opted thisi5 13500 must say fantastic price ! ! ! ! Unlike 5800X , started first start MSI PRO Z790-P WIFI motherboard.Updated Bios Gaming 2k QWHD ! ! ! ! Amazon always precise serious deliveries return ! ! ! ! !"
No title,No rating,"I chose this precessor for the services offered and for the quality-price ratio that I think is one of the best, I have not found thick problems and I am satisfied with the purchase.",16 January 2024,"chose precessor services offered quality-price ratio think one best , found thick problems satisfied purchase ."
No title,No rating,Cpu cooler is too small and doesn't cover the whole CPU. Not worth buying with cooler.,15 January 2024,Cpu cooler small n't cover whole CPU . worth buying cooler .
No title,No rating,"A bomb, except the Stock Digger.",13 January 2024,"bomb , except Stock Digger ."
No title,No rating,Even with games or heavy programs it goes like a train.Never a hesitation.Heat little.Optimal,11 January 2024,Even games heavy programs goes like train.Never hesitation.Heat little.Optimal
No title,No rating,"13th generation processor, he warms up little and despite the other frequencies consumes little energy. The multiplier unlocked, but I don't care, it is very efficient for the two types of processors within the called, economy and power.Compatible with PCI Express 5non disappoints expectations !!!!",7 January 2024,"13th generation processor , warms little despite frequencies consumes little energy . multiplier unlocked , n't care , efficient two types processors within called , economy power.Compatible PCI Express 5non disappoints expectations ! ! ! !"
No title,No rating,"For 4K gaming, light application and multimedia, it is a bit like Too Much lol.So for my use I am very satisfied.For the heavier application I cannot say.Small flat can be for the price which in my opinion should be more around € 230.",6 January 2024,"4K gaming , light application multimedia , bit like Much lol.So use satisfied.For heavier application say.Small flat price opinion around € 230 ."
No title,No rating,"The media could not be loaded.




You can save on cpu cooler but later you will have to get new cooler anyway because it hits 99°C on heavy loads. Good for HTPC and SFF builds.",6 January 2024,media could loaded . save cpu cooler later get new cooler anyway hits 99°C heavy loads . Good HTPC SFF builds .
No title,No rating,"Super this i5 13500, taken to replace an i5 9400F.It's impressive.I recommend this processor for office use, video editing.For the game, I cannot give my opinion, I am not a gamer. The integrated video card is more than enough for my use.Small advice, used a good ventirad. It is better to provide it for assembly.Your processor will make it good.",3 January 2024,"Super i5 13500 , taken replace i5 9400F.It 's impressive.I recommend processor office use , video editing.For game , give opinion , gamer . integrated video card enough use.Small advice , used good ventirad . better provide assembly.Your processor make good ."
No title,No rating,"Really excellent if purchased for 250 euros and not 280 as I took it.In my configuration it is combined with a 7800 XT and Asus H770 TUF Gaming Pro Wi-Fi with 32 GB DDR5 6000MHz RAM (which however this processor cannot manage over 4800m and therefore will not go over 4800mHz).In games like cyberpunk in 4k comes to be used at 70/80 % so I would say that it does its job great!As a temp, it arrives on the 60grads coupled to an Aio with 500W.edit TDW and add: in other CPU consumer games such as Battlefield 2042 and Star Citizen and above all in this starts to struggle, making a slight bottleneck above on 4K where it starts to work100%... I'm starting to think about whether to move on to a more performing model ...",25 December 2023,"Really excellent purchased 250 euros 280 took it.In configuration combined 7800 XT Asus H770 TUF Gaming Pro Wi-Fi 32 GB DDR5 6000MHz RAM ( however processor manage 4800m therefore go 4800mHz ) .In games like cyberpunk 4k comes used 70/80 % would say job great ! temp , arrives 60grads coupled Aio 500W.edit TDW add : CPU consumer games Battlefield 2042 Star Citizen starts struggle , making slight bottleneck 4K starts work100 % ... 'm starting think whether move performing model ..."
No title,No rating,"It is not any i5, it has 14 nuclei and 20 threads, it also consumes 65W, which can be requested more",24 December 2023,"i5 , 14 nuclei 20 threads , also consumes 65W , requested"
No title,No rating,"Then the Intel i5 13500 in itself 5 stars.I am forced to put 3 stars for the Stock Digger that is worth it 1. A fairly shameful thing.Not so much for the noise that is still annoying under load. But I made a stress test.I tried heavy applications for the CPU.Same result: the temperature went comfortably on 100 ° C and beyond. Even the assembly of the Cooler one thing to be confessed.Always been quite simple with these Intel dissipators but this I don't know did not enter the piston well, once they entered they did not hook, it is not clear the verse of the 4 feet.In short, a reverse thing.Really improperly. I took an noctua on the fly too expensive.CPU result under maximum stress at 73 ° C.Temperature now while writing 27 °.The health of the processor.Silent pc to the maximum despite 8 total fans. Output that requires some time to mount a decent heatsink for which Intel evidently prefers to provide a product that assembles quickly and does not deal with space.which is truly a prodigy of human technology.",13 December 2023,"Intel i5 13500 5 stars.I forced put 3 stars Stock Digger worth 1 . fairly shameful thing.Not much noise still annoying load . made stress test.I tried heavy applications CPU.Same result : temperature went comfortably 100 ° C beyond . Even assembly Cooler one thing confessed.Always quite simple Intel dissipators n't know enter piston well , entered hook , clear verse 4 feet.In short , reverse thing.Really improperly . took noctua fly expensive.CPU result maximum stress 73 ° C.Temperature writing 27 °.The health processor.Silent pc maximum despite 8 total fans . Output requires time mount decent heatsink Intel evidently prefers provide product assembles quickly deal space.which truly prodigy human technology ."
No title,No rating,The i5 is completely sufficient for almost everything.Top performance at the price.Is also enough for gaming,11 December 2023,i5 completely sufficient almost everything.Top performance price.Is also enough gaming
No title,No rating,I went for this due to the energy saving comparing to K chips and for performance I didn't see much diff since I'm doing alot files backups and transferring of big files,11 December 2023,went due energy saving comparing K chips performance n't see much diff since 'm alot files backups transferring big files
No title,No rating,"According to the technician who installed it to me, everything perfect",7 December 2023,"According technician installed , everything perfect"
No title,No rating,Hello I received my package but I was not received the processor that goes with that the Ventirad,6 December 2023,Hello received package received processor goes Ventirad
No title,No rating,"This processor is worth the money. No high grades, just high FPS.",24 November 2023,"processor worth money . high grades , high FPS ."
No title,No rating,"Easily mounted on the motherboard, also performing for games, a little expensive",22 November 2023,"Easily mounted motherboard , also performing games , little expensive"
